solution_id,num_active_pi,objective_1,objective_2,c_mask,active_pi_count,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,pi_10
34,2,0.16192836279636283,-0.2902202173107455,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.47} \cdot alpha^{0.34}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.37}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.05}},,,,,,,,
35,2,0.16192836279636286,-0.29022021731074554,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.47} \cdot alpha^{0.34}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.37}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.05}},,,,,,,,
36,2,0.16198543929148695,-0.2901725171161686,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.47} \cdot alpha^{0.34}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.37}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.05}},,,,,,,,
37,2,0.1622684229110555,-0.2906587240083859,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.47} \cdot alpha^{0.34}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.38}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.06}},,,,,,,,
38,2,0.16319772364189036,-0.29062971109249647,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.48} \cdot alpha^{0.34}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.37}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.05}},,,,,,,,
39,2,0.1645651965442333,-0.29250916450782594,1010,2,\frac{etaP^{0.91}}{Vs^{0.27} \cdot rho^{0.91} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.47} \cdot alpha^{0.34}},\frac{etaP^{0.33} \cdot cp^{0.21} \cdot Tl-T0^{0.21} \cdot r0^{0.37}}{Vs^{0.38} \cdot rho^{0.33} \cdot alpha^{1.03}},,,,,,,,
40,2,0.20495193602218806,-0.29205562264614576,1010,2,\frac{etaP^{0.92}}{Vs^{0.32} \cdot rho^{0.92} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.52} \cdot alpha^{0.32}},\frac{etaP^{0.36} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.35}}{Vs^{0.37} \cdot rho^{0.36} \cdot alpha^{1.06}},,,,,,,,
41,2,0.21015311194421796,-0.29402673129947743,1010,2,\frac{etaP^{0.92}}{Vs^{0.32} \cdot rho^{0.92} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.52} \cdot alpha^{0.32}},\frac{etaP^{0.34} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.34}}{Vs^{0.36} \cdot rho^{0.34} \cdot alpha^{1.03}},,,,,,,,
42,2,0.21015609071754687,-0.2940292315833895,1010,2,\frac{etaP^{0.92}}{Vs^{0.32} \cdot rho^{0.92} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.52} \cdot alpha^{0.32}},\frac{etaP^{0.34} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.34}}{Vs^{0.36} \cdot rho^{0.34} \cdot alpha^{1.03}},,,,,,,,
43,2,0.21179564633350031,-0.2954322953211664,1010,2,\frac{etaP^{0.92}}{Vs^{0.32} \cdot rho^{0.92} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.52} \cdot alpha^{0.32}},\frac{etaP^{0.34} \cdot cp^{0.22} \cdot Tl-T0^{0.22} \cdot r0^{0.37}}{Vs^{0.41} \cdot rho^{0.34} \cdot alpha^{1.06}},,,,,,,,
44,2,0.21442353516554624,-0.2937529974441101,1010,2,\frac{etaP^{0.92}}{Vs^{0.32} \cdot rho^{0.92} \cdot cp^{1.06} \cdot Tl-T0^{1.06} \cdot r0^{1.53} \cdot alpha^{0.32}},\frac{etaP^{0.35} \cdot cp^{0.17} \cdot Tl-T0^{0.17} \cdot r0^{0.33}}{Vs^{0.35} \cdot rho^{0.35} \cdot alpha^{1.03}},,,,,,,,
45,2,0.2934086233646124,-0.2971537572206047,1010,2,\frac{etaP^{0.94}}{Vs^{0.36} \cdot rho^{0.94} \cdot cp^{1.07} \cdot Tl-T0^{1.07} \cdot r0^{1.56} \cdot alpha^{0.31}},\frac{etaP^{0.37} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.36}}{Vs^{0.37} \cdot rho^{0.37} \cdot alpha^{1.09}},,,,,,,,
46,2,0.2934612592613869,-0.2972185472759772,1010,2,\frac{etaP^{0.94}}{Vs^{0.36} \cdot rho^{0.94} \cdot cp^{1.07} \cdot Tl-T0^{1.07} \cdot r0^{1.56} \cdot alpha^{0.31}},\frac{etaP^{0.37} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.36}}{Vs^{0.37} \cdot rho^{0.37} \cdot alpha^{1.09}},,,,,,,,
47,2,0.29346125926138705,-0.2972185472759772,1010,2,\frac{etaP^{0.94}}{Vs^{0.36} \cdot rho^{0.94} \cdot cp^{1.07} \cdot Tl-T0^{1.07} \cdot r0^{1.56} \cdot alpha^{0.31}},\frac{etaP^{0.37} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.36}}{Vs^{0.37} \cdot rho^{0.37} \cdot alpha^{1.09}},,,,,,,,
48,2,0.29594505434568535,-0.29756997297565513,1010,2,\frac{etaP^{0.94}}{Vs^{0.36} \cdot rho^{0.94} \cdot cp^{1.07} \cdot Tl-T0^{1.07} \cdot r0^{1.56} \cdot alpha^{0.31}},\frac{etaP^{0.36} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.37}}{Vs^{0.36} \cdot rho^{0.36} \cdot alpha^{1.1}},,,,,,,,
49,2,0.2961609856340593,-0.2972112402400486,1010,2,\frac{etaP^{0.94}}{Vs^{0.36} \cdot rho^{0.94} \cdot cp^{1.07} \cdot Tl-T0^{1.07} \cdot r0^{1.56} \cdot alpha^{0.31}},\frac{etaP^{0.36} \cdot cp^{0.18} \cdot Tl-T0^{0.18} \cdot r0^{0.35}}{Vs^{0.37} \cdot rho^{0.36} \cdot alpha^{1.06}},,,,,,,,
