solution_id,num_active_pi,objective_1,objective_2,c_mask,active_pi_count,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,pi_10,pareto_rank
11,3,0.5431542638122825,-0.07165038501674525,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.1} \cdot Muw^{0.36} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.45}},\frac{Rhow^{0.3} \cdot Muw^{0.31}}{Y1^{0.15} \cdot Rho1^{0.45} \cdot Mu1^{0.16} \cdot Utau^{0.15}},,,,,,,,1
12,3,0.5449863327332239,-0.07287447920912538,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
13,3,0.5453450998328881,-0.07324951806061808,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.3} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
14,3,0.5454693219422019,-0.07358210684571431,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
15,3,0.545628118111154,-0.07359662609798656,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
16,3,0.5456281403245133,-0.07359663079561418,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
17,3,0.5456281403245139,-0.07359663079561429,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
18,3,0.5456896237520984,-0.07361236713788788,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
19,3,0.5456999877695257,-0.07364220462310722,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
20,3,0.5456999885137112,-0.07364220574908598,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
21,3,0.545699988513714,-0.07364220574908609,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
22,3,0.5494554844397403,-0.07450090425685241,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.09} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.09}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
23,3,0.5522448311894906,-0.0750356162959438,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.09} \cdot Rhow^{1.12} \cdot Muw^{0.34} \cdot Utau^{0.09}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,1
24,2,0.5537937541214855,-0.4407113834737556,011,2,\frac{Y1^{0.07} \cdot Rhow^{1.08} \cdot Muw^{0.34} \cdot Utau^{0.07}}{Rho1^{1.01} \cdot Mu1^{0.41}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,,1
25,2,0.5570147164471513,-0.44484000391038664,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.35} \cdot Utau^{0.08}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,,1
26,2,0.5577391035313546,-0.44746113293700746,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,,1
27,2,0.5867059606356749,-0.4481218264178783,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.08} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.12}},\frac{Rhow^{0.31} \cdot Muw^{0.29}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.15} \cdot Utau^{0.15}},,,,,,,,,1
28,2,0.5930142603814443,-0.4488011267102932,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.32} \cdot Muw^{0.32}}{Y1^{0.15} \cdot Rho1^{0.47} \cdot Mu1^{0.17} \cdot Utau^{0.15}},,,,,,,,,1
29,2,0.5930243351947568,-0.44988809634144244,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,,1
30,2,0.6016614458663522,-0.4500832628236052,101,2,\frac{Y1^{0.04} \cdot Rhow^{0.63} \cdot Muw^{0.07} \cdot Utau^{0.04}}{Rho1^{0.59} \cdot Mu1^{0.11}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,,1
31,2,0.8911599053641251,-0.45292832289637713,011,2,\frac{Rhow^{1.15} \cdot Muw^{0.46}}{Y1^{0.06} \cdot Rho1^{1.21} \cdot Mu1^{0.4} \cdot Utau^{0.06}},\frac{Y1^{0.09} \cdot Rhow^{0.71} \cdot Muw^{0.79} \cdot Utau^{0.09}}{Rho1^{0.62} \cdot Mu1^{0.88}},,,,,,,,,1
32,2,0.8987914411814764,-0.4542634272218116,011,2,\frac{Rhow^{1.15} \cdot Muw^{0.43}}{Y1^{0.06} \cdot Rho1^{1.22} \cdot Mu1^{0.37} \cdot Utau^{0.06}},\frac{Y1^{0.09} \cdot Rhow^{0.71} \cdot Muw^{0.79} \cdot Utau^{0.09}}{Rho1^{0.62} \cdot Mu1^{0.88}},,,,,,,,,1
