solution_id,num_active_pi,objective_1,objective_2,c_mask,active_pi_count,pi_1,pi_2,pi_3,pi_4,pi_5,pi_6,pi_7,pi_8,pi_9,pi_10
28,3,0.5456999885137112,-0.07364220574908598,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
29,3,0.545699988513714,-0.07364220574908609,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
30,3,0.5457223846430197,-0.07363003250627087,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
31,3,0.5494554844397403,-0.07450090425685241,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.09} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.09}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
32,3,0.549793225274348,-0.07442435716895512,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.09} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.09}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
33,3,0.5522448311894906,-0.0750356162959438,111,3,\frac{Y1^{0.05} \cdot Rhow^{0.62} \cdot Muw^{0.12} \cdot Utau^{0.05}}{Rho1^{0.57} \cdot Mu1^{0.17}},\frac{Y1^{0.09} \cdot Rhow^{1.12} \cdot Muw^{0.34} \cdot Utau^{0.09}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,
34,2,0.5537937541214855,-0.4407113834737556,011,2,\frac{Y1^{0.07} \cdot Rhow^{1.08} \cdot Muw^{0.34} \cdot Utau^{0.07}}{Rho1^{1.01} \cdot Mu1^{0.41}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,
35,2,0.5539134644573478,-0.4116592373635388,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.02} \cdot Mu1^{0.42}},\frac{Rhow^{0.3} \cdot Muw^{0.31}}{Y1^{0.15} \cdot Rho1^{0.45} \cdot Mu1^{0.16} \cdot Utau^{0.15}},,,,,,,,
36,2,0.5570147164471513,-0.44484000391038664,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.35} \cdot Utau^{0.08}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,
37,2,0.5577391035313546,-0.44746113293700746,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.34} \cdot Utau^{0.08}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.27}}{Y1^{0.15} \cdot Rho1^{0.46} \cdot Mu1^{0.12} \cdot Utau^{0.15}},,,,,,,,
38,2,0.558923039270823,-0.43888857342828885,011,2,\frac{Y1^{0.08} \cdot Rhow^{1.11} \cdot Muw^{0.35} \cdot Utau^{0.08}}{Rho1^{1.03} \cdot Mu1^{0.42}},\frac{Rhow^{0.31} \cdot Muw^{0.28}}{Y1^{0.16} \cdot Rho1^{0.47} \cdot Mu1^{0.12} \cdot Utau^{0.16}},,,,,,,,
