algorithm,dataset,number of dimensions,Best_Individual_MSE,Best_Individual_R2,Feature_Importances,Baseline_MSE,Baseline_R2,analysis_runtime_sec,config_file,method_name,noise_name,x_noise_frac,y_noise_frac,noise_seed
TI_PI,chf_public.csv,3.0,2184052.5619593114,-0.0002802666427219602,[0. 0. 0.],57592.460037232384,0.9736230701192592,289.7908580303192,./configs/CHF/config.json,TI_PI_run,y_10pct,0.0,0.1,48
TI_PI,rayleigh_data.csv,1.0,0.09224516246183931,-0.0024482926584470377,[0.],0.001195165158256314,0.9870118796437207,44.3074517250061,./configs/Rayleigh/config.json,TI_PI_run,y_10pct,0.0,0.1,48
TI_PI,dataset-GS1-GS10.txt,2.0,14.432652121884763,-0.5662955438608295,[0.50335872 0.49664128],0.15215538911758691,0.9834874210272198,194.6805944442749,./configs/Wall_model/config.json,TI_PI_run,y_10pct,0.0,0.1,48
TI_PI,dataset_keyhole.csv,1.0,5.060077611514581,0.25696930110912364,[1.],0.27053935885113056,0.9602735245745616,18.02364444732666,./configs/Keyhole/config.json,TI_PI_run,y_10pct,0.0,0.1,48
TI_PI,MHD_Generator_Data_Uavg.csv,1.0,103104435.65788636,-0.31283743331805347,[1.],16250783.047266373,0.7930774154472582,58.58115196228027,./configs/MHD/config.json,TI_PI_run,y_10pct,0.0,0.1,48
TI_PI,mat/inv_transf.mat,1.0,34.983386984370036,0.4464292019254099,[1.],0.839504752014573,0.9867158284082742,18.62455439567566,./configs/Velocity_transformation/config.json,TI_PI_run,y_10pct,0.0,0.1,48
DEA,chf_public.csv,2.0,330438.26292576484,0.4290258486116725,[0.         0.35520637 0.64479363 0.        ],52288.18551415236,0.975876782619757,63.63814401626587,./configs/CHF/config.json,DEA_run,xy_5pct,0.05,0.05,49
DEA,rayleigh_data.csv,2.0,0.0012762328256297984,0.9838468684446592,[0.96605887 0.03394113],0.0008173172134272158,0.9910283064851979,33.26066327095032,./configs/Rayleigh/config.json,DEA_run,xy_5pct,0.05,0.05,49
DEA,dataset-GS1-GS10.txt,2.0,0.2680234342802505,0.9718637529417792,[0.83323306 0.16676694],0.10369534018927092,0.9886208609871201,72.62755703926086,./configs/Wall_model/config.json,DEA_run,xy_5pct,0.05,0.05,49
DEA,dataset_keyhole.csv,1.0,0.2657421939173108,0.9612191931470564,[1. 0. 0. 0.],1.1078128714479563,0.8383324967573792,65.29776167869568,./configs/Keyhole/config.json,DEA_run,xy_5pct,0.05,0.05,49
DEA,MHD_Generator_Data_Uavg.csv,3.0,15862120.240223683,0.8009824082329973,[0.         0.89814611 0.02070005 0.08115384],14626544.057928557,0.8101138381302491,74.24656653404236,./configs/MHD/config.json,DEA_run,xy_5pct,0.05,0.05,49
DEA,mat/inv_transf.mat,2.0,26.6876856590824,0.52386655436862,[0.76039586 0.         0.23960414],2.0412013247841245,0.9673297813798922,34.037482500076294,./configs/Velocity_transformation/config.json,DEA_run,xy_5pct,0.05,0.05,49
PyDimension,chf_public.csv,,1152668.0359025602,0.4682152129794367,"[0.17572355438542908, 0.1333885659247308, 0.6908878796898402]",52288.18551415236,0.975876782619757,707.7772336006165,./configs/CHF/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
PyDimension,rayleigh_data.csv,,0.001274921727043395,0.9860051803602272,[1.0],0.0008173172134272158,0.9910283064851979,106.54152536392212,./configs/Rayleigh/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
PyDimension,dataset-GS1-GS10.txt,,0.6663373541403316,0.9268786295662115,"[0.011116826121169581, 0.9888831738788304]",0.10369534018927092,0.9886208609871201,202.3400444984436,./configs/Wall_model/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
PyDimension,dataset_keyhole.csv,,1.9838128872256067,0.7104943581679934,[1.0],1.1078128714479563,0.8383324967573792,5.885333061218262,./configs/Keyhole/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
PyDimension,MHD_Generator_Data_Uavg.csv,,11621030.943509854,0.8491323067094217,[1.0],14626544.057928557,0.8101138381302491,25.962578773498535,./configs/MHD/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
PyDimension,mat/inv_transf.mat,,49.56029591606992,0.20676824828806306,[1.0],2.0412013247841245,0.9673297813798922,61.23202562332153,./configs/Velocity_transformation/config.json,PyDimension_run,xy_5pct,0.05,0.05,49
TI_PI,chf_public.csv,3.0,2167987.7128427783,-0.00020374316578575247,[0. 0. 0.],52288.18551415236,0.975876782619757,177.43772768974304,./configs/CHF/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
TI_PI,rayleigh_data.csv,1.0,0.0562274713660126,0.3827908773719937,[1.],0.0008173172134272158,0.9910283064851979,26.728400707244873,./configs/Rayleigh/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
TI_PI,dataset-GS1-GS10.txt,2.0,11.964492574974772,-0.3129386911765353,[0.49870048 0.50129952],0.10369534018927092,0.9886208609871201,127.03592491149902,./configs/Wall_model/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
TI_PI,dataset_keyhole.csv,1.0,5.815500306710767,0.15132109499343938,[1.],1.1078128714479563,0.8383324967573792,10.56186294555664,./configs/Keyhole/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
TI_PI,MHD_Generator_Data_Uavg.csv,1.0,88469315.53856844,-0.14853506777333703,[1.],14626544.057928557,0.8101138381302491,29.157779455184937,./configs/MHD/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
TI_PI,mat/inv_transf.mat,1.0,52.82476543545042,0.15451914792648136,[1.],2.0412013247841245,0.9673297813798922,22.597413301467896,./configs/Velocity_transformation/config.json,TI_PI_run,xy_5pct,0.05,0.05,49
